      1545	         0	        83
      1756	        99	        99
      2835	        99	        99
      2869	        81	         3
      2933	         0	        83
      3655	        83	         1
      6165	        96	        96
      8184	        81	         2
     17245	        99	        99
     18733	         1	        80
     19126	        82	         1
     19474	         1	        80
     19986	         3	        82
     20393	         0	        81
     22333	        98	        98
     25104	        80	         3
     27565	        81	         0
     31375	        97	        97
     32086	         2	        81
     34395	        80	         3
     35790	         2	        83
     36448	        81	         0
     37183	        82	         3
     38040	         3	        81
     38041	         1	        82
     39622	        82	         3
     43131	         1	        80
     43421	        80	         2
     45189	         3	        81
     45933	        83	         2
     46471	        98	        98
     50463	        99	        99
     51575	         3	        81
     52883	        98	        98
     53199	        82	         3
     53954	        82	         1
     54432	        99	        99
     56304	         3	        81
     57888	         3	        81
     58266	         1	        82
     58431	        81	         3
     59602	        96	        96
     60595	         3	        82
     60690	        98	        98
     63243	        96	        96
     63638	         2	        83
     64234	        98	        98
     66053	         0	        83
     66808	         0	        82
     67560	        96	        96
     68369	        81	         2
     68929	        81	         2
     72673	        80	         3
     74761	        81	         2
     76396	        97	        97
     78200	         1	        83
     78322	        83	         1
     81047	        98	        98
     81919	        81	         3
     82269	        96	        96
     84319	        80	         2
     84355	         0	        82
     85918	         0	        83
     86935	         1	        82
     88515	        98	        98
     90936	         3	        81
     91153	        82	         0
     91833	        80	         3
     92592	        80	         1
     93534	        81	         2
     93649	        80	         2
     94026	        98	        98
     94523	         2	        80
     96425	        99	        99
     96445	        81	         3
    100286	        81	         2
    100582	         2	        80
    101747	         3	        82
    102201	        98	        98
    108740	        98	        98
    109701	         0	        82
    110070	        97	        97
    110545	        82	         3
    111729	        82	         3
    112297	        82	         0
    113919	        96	        96
    115521	        99	        99
    116647	        97	        97
    119788	        97	        97
    122486	         2	        81
    122601	        96	        96
    126168	        83	         2
    129162	        97	        97
    131235	        83	         1
    133659	        98	        98
    134783	         2	        81
    137073	        96	        96
    137855	         2	        83
    139045	        98	        98
    139351	         1	        83
    144109	         3	        80
    144797	        96	        96
    145351	        82	         3
    145573	         1	        80
    145666	         0	        81
    146213	        81	         2
    147193	        81	         3
    150741	         1	        80
    151688	        97	        97
    152178	        82	         0
    153992	         3	        81
    154206	        99	        99
    154854	        80	         2
    155441	        83	         0
    156036	        99	        99
    157864	        80	         3
    161927	        96	        96
    162847	        80	         3
    163339	        83	         1
    165293	         0	        81
    166172	         1	        80
    166809	         2	        83
    167870	        81	         2
    167951	         2	        81
    168835	        97	        97
    169067	         3	        82
    175387	         0	        81
    176219	        80	         3
    177752	        83	         2
    177811	        83	         2
    179576	        81	         2
    179812	        80	         2
    182097	         3	        82
    182164	        98	        98
    182507	        80	         2
    182957	        96	        96
    183567	        98	        98
    184322	        81	         2
    187367	         0	        82
    188574	        97	        97
    190955	         0	        82
    193304	        80	         3
    193848	        83	         0
    195674	        99	        99
    196676	         0	        81
    196883	         0	        81
    200861	         0	        82
    202917	        80	         1
    203028	         2	        80
    204097	         3	        82
    204984	         1	        83
    205489	        97	        97
    207077	         3	        80
    207447	        82	         1
    212753	         1	        80
    213223	         0	        82
    217218	        97	        97
    219592	        99	        99
    219668	         2	        80
    220014	         2	        83
    221796	         3	        80
    221812	        98	        98
    222049	         0	        82
    223640	         2	        83
    225504	         0	        81
    225672	        82	         0
    226977	        82	         3
    227594	        96	        96
    228214	        97	        97
    230696	        83	         0
    231243	         0	        83
    232064	         2	        83
    233429	         0	        82
    234450	        81	         0
    236273	         0	        83
    237038	        82	         3
    238290	         0	        83
    241718	        81	         0
    242297	        82	         3
    244174	        97	        97
    246169	         3	        82
    248037	        81	         3
    248769	        83	         0
    248858	         1	        83
    252562	        98	        98
    255380	         2	        81
    256084	         2	        83
    257152	        96	        96
    260157	         3	        82
    260160	        82	         1
    260655	         3	        82
    261483	         2	        80
    263002	        98	        98
    263270	        80	         2
    263933	         3	        81
    265965	        80	         3
    266972	         3	        82
    268152	        82	         1
    269440	        96	        96
    269557	        82	         3
    270443	        98	        98
    270810	        99	        99
    271345	        81	         2
    271385	        97	        97
    273320	         2	        81
    273465	         3	        80
    275622	        99	        99
    277846	        82	         0
    279623	        81	         0
    280294	         3	        80
    283189	        83	         0
    284953	        82	         3
    285888	        81	         3
    286826	         3	        81
    287498	        97	        97
    288485	         2	        81
    288519	        80	         3
    288850	        81	         0
    289535	        98	        98
    290247	        83	         1
    290486	         2	        81
    291574	        81	         3
    291772	        98	        98
    292227	        80	         1
    295126	        82	         1
    295412	         3	        82
    296079	         3	        81
    297635	        96	        96
    298213	        81	         3
    299256	        98	        98
    299979	        81	         2
    301087	         0	        82
    301995	        82	         3
    309267	         0	        81
    309591	        96	        96
    311322	        80	         3
    311324	        83	         0
    313782	        97	        97
    316334	         3	        81
    317014	         0	        82
    317067	        96	        96
    317425	         0	        83
    317874	        99	        99
    319738	         3	        81
    320793	         2	        81
    322045	         3	        82
    322243	         0	        82
    322320	        96	        96
    323029	        96	        96
    325487	         2	        83
    327255	         0	        82
    328511	        83	         1
    331953	        97	        97
    332861	         1	        80
    333517	         2	        83
    334771	         2	        80
    336679	        81	         0
    338347	         3	        81
    339209	         2	        83
    340114	         1	        80
    340531	        81	         0
    341476	        96	        96
    343078	        82	         3
    343780	         0	        82
    344219	        82	         3
    349379	        98	        98
    349461	         3	        80
    353904	        81	         0
    354119	         0	        82
    355454	         0	        83
    356045	        83	         0
    358052	         1	        82
    361080	         2	        83
    361989	        96	        96
    363238	        82	         3
    363835	        98	        98
    368913	         0	        81
    372941	        81	         3
    373442	        98	        98
    375483	        96	        96
    379483	         3	        80
    381882	         3	        80
    382527	        98	        98
    382644	        82	         0
    382670	        99	        99
    383081	         3	        81
    383629	         1	        82
    383650	        80	         1
    383892	        82	         3
    386731	        98	        98
    386762	        80	         2
    388697	        97	        97
    390344	        99	        99
    392162	         1	        82
    392252	        81	         3
    393200	        83	         0
    394908	        97	        97
    395383	         1	        80
    395632	        96	        96
    396375	        80	         3
    399059	         2	        83
    399683	         0	        83
    400087	        83	         0
    404212	         3	        80
    404452	        97	        97
    406367	        96	        96
    406525	        81	         3
    412732	         3	        82
    414536	         1	        80
    414713	        81	         3
    416161	        80	         3
    420248	        81	         2
    422843	         2	        81
    424519	        82	         0
    424805	        98	        98
    424968	         0	        81
    425466	        98	        98
    431036	         1	        83
    431042	        82	         0
    431146	        96	        96
    432904	        81	         0
    433794	        96	        96
    434816	        81	         0
    437659	         3	        81
    439198	         3	        81
    439586	        80	         3
    439926	        81	         3
    440926	        81	         3
    442136	        80	         1
    442254	        81	         3
    442426	        80	         1
    442899	        81	         0
    443018	        80	         1
    445510	         1	        80
    446390	        99	        99
    448196	        80	         2
    449255	        82	         0
    450438	        98	        98
    451105	         0	        82
    451640	        96	        96
    453365	        99	        99
    453507	        96	        96
    455340	        97	        97
    456173	        80	         1
    458273	        96	        96
    459216	        82	         1
    459607	         1	        83
    461246	         2	        81
    464482	        99	        99
    465577	        83	         0
    467385	         1	        82
    468580	        99	        99
    468917	         0	        81
    469786	        80	         3
    469875	         1	        82
    471612	         0	        82
    471746	        83	         1
    472057	        97	        97
    473041	        97	        97
    474208	        97	        97
    474540	        81	         0
    475091	        98	        98
    475245	        82	         0
    476023	         2	        83
    476375	         2	        83
    478074	        81	         0
    479819	         2	        83
    483153	        96	        96
    489274	        97	        97
    489561	        98	        98
    489567	         1	        83
    492159	        82	         3
    492304	         0	        82
    492333	        80	         3
    493486	         0	        82
    496907	        96	        96
    498195	        97	        97
    501286	        81	         0
    502118	         2	        80
    503569	         0	        83
    503875	         3	        80
    505908	        98	        98
    507887	         2	        81
    510086	        98	        98
    511653	        82	         1
    513938	         1	        80
    517316	        99	        99
    519516	        82	         0
    519526	         2	        80
    519903	         2	        81
    520586	         0	        81
    523333	        82	         1
    523832	        82	         3
    526058	        99	        99
    526593	         3	        81
    527989	        83	         1
    529111	         0	        83
    530091	        83	         2
    530366	        83	         0
    534229	        80	         2
    535153	        80	         1
    536179	        98	        98
    536902	        99	        99
    539022	        99	        99
    541177	        99	        99
    542349	        82	         1
    543206	        96	        96
    543403	         0	        82
    546586	        98	        98
    547889	         1	        80
    551449	        82	         1
    551543	         3	        81
    552448	         1	        83
    553240	         0	        83
    554390	        83	         1
    555386	        83	         1
    555720	         1	        82
    556982	        98	        98
    558185	         3	        81
    559537	         0	        83
    560020	        96	        96
    560032	        83	         0
    561360	        96	        96
    562506	        83	         0
    563035	        81	         0
    568801	        81	         3
    568825	         3	        81
    569909	        82	         1
    570970	        98	        98
    571331	        82	         0
    571710	        97	        97
    572221	        98	        98
    572293	         3	        81
    574499	         3	        82
    575754	         1	        83
    577150	        81	         2
    577706	        82	         0
    578609	        98	        98
    578634	         0	        83
    580345	        96	        96
    580744	         0	        83
    586513	        96	        96
    586780	        82	         1
    587947	         1	        80
    589967	        82	         0
    590201	        99	        99
    590229	         2	        81
    590305	        83	         1
    592403	        98	        98
    595467	        83	         1
    597753	        97	        97
    599033	        80	         1
    600927	         0	        82
    601810	        99	        99
    604420	         1	        82
    605212	        96	        96
    606273	         3	        82
    609112	        97	        97
    609907	        96	        96
    611583	        99	        99
    614821	        80	         1
    618356	        82	         0
    619543	         2	        80
    622153	         3	        81
    623109	         3	        82
    623750	        82	         0
    625075	        98	        98
    625811	         3	        82
    625851	        80	         3
    627106	        99	        99
    628160	         2	        80
    629425	         3	        81
    629525	         3	        80
    629918	         1	        82
    630064	         1	        83
    631430	        96	        96
    633805	        96	        96
    634182	        99	        99
    637942	         3	        81
    639117	        82	         1
    639670	        99	        99
    640324	        97	        97
    641906	         1	        80
    642778	        81	         3
    643514	        80	         2
    644603	         0	        82
    645654	        82	         3
    647152	        98	        98
    647923	         1	        80
    648883	         0	        81
    648913	         0	        82
    648981	        99	        99
    655366	         3	        81
    656558	        98	        98
    657309	        80	         2
    657588	        99	        99
    657930	        96	        96
    659812	         0	        81
    660856	        81	         0
    662178	        83	         0
    663389	        81	         0
    664018	        83	         2
    666062	        96	        96
    666237	        83	         1
    666666	        81	         2
    668451	        97	        97
    670553	         1	        82
    671466	        99	        99
    672068	         3	        80
    673102	         0	        82
    674106	        82	         1
    675016	        99	        99
    676598	        97	        97
    678813	        98	        98
    679428	        97	        97
    682081	         1	        82
    682161	        98	        98
    683070	         3	        81
    685832	        82	         1
    686224	        80	         2
    686231	        81	         0
    688497	         2	        83
    693436	         0	        83
    696248	        83	         2
    696313	        83	         1
    697349	         0	        82
    697627	         3	        82
    698124	        96	        96
    701026	         2	        80
    701891	         0	        83
    703239	        98	        98
    704676	        98	        98
    706954	        82	         0
    707494	        82	         3
    707676	        97	        97
    710504	        82	         3
    710697	        80	         3
    713218	        99	        99
    714027	        80	         1
    716962	        81	         2
    718879	        81	         0
    719929	        99	        99
    721964	         1	        83
    723185	        98	        98
    723872	         2	        81
    727318	         0	        82
    731735	        82	         0
    733483	        97	        97
    733603	         0	        81
    737163	        83	         1
    737716	         2	        83
    737892	         2	        81
    740223	         2	        80
    740956	        98	        98
    741146	        80	         3
    743000	         3	        82
    745034	        97	        97
    747224	        96	        96
    747581	        96	        96
    748085	         1	        83
    748258	        80	         2
    748288	         3	        80
    748724	         1	        82
    748911	        82	         3
    749200	        99	        99
    750073	        97	        97
    750528	        81	         2
    750770	        83	         0
    752253	        96	        96
    753041	        80	         1
    754823	         3	        82
    754977	        83	         1
    755026	         2	        83
    756258	        81	         3
    760804	        98	        98
    762034	        99	        99
    762047	        82	         1
    762793	        82	         3
    762979	        83	         0
    763349	         3	        82
    764476	         3	        81
    764856	         3	        81
    764936	        83	         0
    767278	        97	        97
    768176	        80	         3
    772331	        96	        96
    776999	         0	        81
    777395	        96	        96
    777484	        98	        98
    777640	        99	        99
    778696	        96	        96
    779228	         3	        81
    779679	         1	        83
    780798	         3	        82
    780815	         1	        80
    788060	        80	         2
    789339	        81	         3
    790277	        99	        99
    791297	        96	        96
    793447	        82	         1
    793797	         2	        83
    795710	        83	         2
    796406	         3	        82
    798201	        81	         2
    798527	        97	        97
    799338	         2	        81
    799780	        82	         1
    803137	        98	        98
    803443	        99	        99
    804032	        98	        98
    804684	         2	        80
    807598	        83	         2
    809911	        80	         2
    810142	        98	        98
    810598	        83	         0
    811951	        99	        99
    812959	        81	         0
    814033	        81	         0
    814695	        83	         0
    817293	        99	        99
    819151	         2	        80
    820764	        80	         3
    822340	        97	        97
    822765	         3	        80
    823226	         3	        80
    826113	        83	         0
    827089	        98	        98
    830212	        80	         1
    834834	        99	        99
    836740	        83	         2
    837220	        80	         2
    837961	         3	        80
    839104	        81	         3
    839540	        99	        99
    839543	        96	        96
    839912	         3	        80
    844007	        97	        97
    845428	         1	        83
    845888	        97	        97
    849634	         3	        81
    850621	        98	        98
    852654	         0	        83
    852777	         1	        82
    854042	        96	        96
    854503	        97	        97
    855921	        99	        99
    856773	         3	        82
    857274	        96	        96
    858258	        80	         3
    859353	        97	        97
    860025	        80	         2
    860038	         1	        82
    866738	        83	         1
    867286	        96	        96
    869299	        83	         2
    869838	         2	        83
    869929	        83	         2
    878862	         2	        81
    878908	        82	         1
    880387	         2	        83
    880876	        99	        99
    881085	        82	         1
    881433	        83	         0
    883210	        97	        97
    883494	         1	        82
    883710	        98	        98
    884214	        99	        99
    884609	        81	         0
    886436	        96	        96
    890615	        97	        97
    891053	        98	        98
    891892	        82	         0
    893035	         3	        80
    893870	         3	        82
    896025	         2	        81
    896627	        82	         0
    897490	        83	         0
    902125	        98	        98
    902257	        98	        98
    902395	         2	        81
    903518	        99	        99
    904899	        99	        99
    905135	        98	        98
    907232	        83	         0
    909639	         1	        80
    909652	        98	        98
    909808	         2	        81
    912494	        80	         2
    913209	        97	        97
    914675	         0	        81
    915386	         3	        80
    916745	        97	        97
    917293	        97	        97
    918938	        83	         0
    919737	         2	        83
    920105	         1	        83
    922912	         2	        83
    924326	        98	        98
    927620	         2	        80
    932159	         3	        82
    935380	        82	         0
    938540	         2	        83
    939647	        81	         0
    940573	        99	        99
    940659	        83	         1
    941140	         1	        82
    941286	        82	         1
    941809	        80	         3
    943779	        83	         2
    944342	         1	        82
    944523	        99	        99
    947003	         1	        82
    947206	        82	         1
    947677	        96	        96
    948016	         1	        82
    949312	        99	        99
    949352	        82	         1
    951663	        98	        98
    951750	        83	         0
    953584	         1	        82
    959468	        83	         1
    959647	        82	         3
    959964	         3	        80
    960349	        82	         3
    960631	        98	        98
    962412	        82	         0
    962616	        81	         3
    962952	        97	        97
    963459	         3	        80
    965280	        98	        98
    965479	         0	        83
    966003	        97	        97
    969161	        80	         3
    969497	         0	        82
    972520	        97	        97
    973284	        98	        98
    974574	        96	        96
    975466	        98	        98
    977549	         1	        80
    978838	        99	        99
    978886	        80	         2
    980215	        80	         2
    980964	         1	        83
    981161	        96	        96
    981981	         2	        81
    983563	        80	         2
    983626	        99	        99
    983982	        96	        96
    985908	         2	        81
    986368	        80	         2
    986385	        80	         3
    987199	        96	        96
    987392	        81	         2
    988712	        98	        98
    989707	        96	        96
    991096	        80	         3
    991696	         1	        80
    993138	        99	        99
    993163	        80	         1
    993173	         2	        80
    995741	         0	        83
    995861	        98	        98
    997514	        83	         0
   1000910	        82	         1
   1003412	        80	         2
   1003625	         1	        82
   1004658	        99	        99
   1007705	        96	        96
   1008330	        81	         2
   1008809	        82	         1
   1009369	        80	         2
   1010435	        96	        96
   1011215	         1	        80
   1011629	        82	         0
   1013307	        96	        96
   1015217	        99	        99
   1016123	         1	        82
   1016203	        82	         3
   1016598	         0	        82
   1017087	        99	        99
   1017853	        97	        97
   1019240	        97	        97
   1019572	        80	         3
   1021334	        98	        98
   1022716	         2	        81
   1023141	        81	         2
   1023482	        96	        96
   1025215	        82	         1
   1025311	        97	        97
   1026688	        96	        96
   1026919	        97	        97
   1027014	        99	        99
   1027306	         0	        81
   1029230	        82	         1
   1029648	        83	         1
   1029714	        81	         2
   1030338	        98	        98
   1030417	        82	         0
   1030482	        83	         1
   1030845	        82	         1
   1031461	        98	        98
   1031663	         2	        81
   1033017	        97	        97
   1033429	        81	         3
   1033504	         3	        80
   1033914	         3	        82
   1038624	        97	        97
   1038999	        98	        98
   1039373	         0	        81
   1039822	         1	        82
   1040285	         0	        83
   1043432	        96	        96
   1045471	        99	        99
   1046175	        83	         1
   1046368	         3	        80
   1049415	         0	        81
   1053099	        81	         0
   1054758	         0	        82
   1055869	        82	         3
   1056394	        83	         0
   1057368	         2	        80
   1058712	         2	        81
   1059350	        98	        98
   1060866	         0	        83
   1061000	         0	        81
   1061317	         0	        81
   1064581	         1	        82
   1065311	        81	         2
   1065646	        98	        98
   1065696	        99	        99
   1066812	        81	         2
   1066858	         2	        80
   1068435	         0	        82
   1069213	         2	        81
   1071545	        82	         1
   1072066	        83	         1
   1074822	        99	        99
   1075833	        99	        99
   1075858	        99	        99
   1075892	         0	        82
   1076178	        82	         3
   1078451	        99	        99
   1082429	         2	        83
   1082813	        83	         0
   1083578	        96	        96
   1084787	        83	         2
   1085187	        98	        98
   1086516	        83	         2
   1086809	        99	        99
   1091345	         0	        83
   1092529	         2	        80
   1093289	        83	         2
   1093301	        83	         2
   1093586	         0	        83
   1094603	        81	         0
   1097332	        97	        97
   1098357	        83	         0
   1100366	        99	        99
   1103573	        96	        96
   1103997	        82	         1
   1104872	        99	        99
   1106022	        80	         3
   1109403	        97	        97
   1109918	         1	        82
   1110189	        97	        97
   1110366	        97	        97
   1111865	        81	         3
   1112565	        99	        99
   1115104	        83	         1
   1119045	        83	         2
   1119091	        99	        99
   1119144	         1	        82
   1119266	        81	         2
   1121000	        97	        97
   1121481	        98	        98
   1121811	        98	        98
   1123574	        80	         2
   1125998	        83	         2
   1126088	        81	         2
   1127569	        82	         3
   1131666	        98	        98
   1132038	        99	        99
   1133728	        83	         1
   1136031	        98	        98
   1139374	        99	        99
   1140097	         0	        81
   1141146	        96	        96
   1141927	        83	         2
   1142540	        97	        97
   1145237	        97	        97
   1147110	        98	        98
   1148978	        98	        98
   1149403	        96	        96
   1149773	        98	        98
   1149795	        83	         1
   1152151	        81	         2
   1152200	        80	         1
   1152993	        96	        96
   1154160	        83	         1
   1155824	        81	         3
   1156215	        80	         2
   1156657	        99	        99
   1159318	        97	        97
   1159737	        80	         3
   1159983	         3	        81
   1163579	        97	        97
   1163965	        80	         3
   1164547	        96	        96
   1165512	        83	         0
   1166171	        82	         3
   1169821	         0	        83
   1173061	        80	         1
   1173433	        98	        98
   1173746	         1	        82
   1175191	        80	         2
   1176585	        81	         0
   1177757	         0	        81
   1177896	         0	        83
   1178975	        80	         1
   1179149	        97	        97
   1179942	        97	        97
   1181000	        99	        99
   1181623	        97	        97
   1182474	        80	         2
   1182600	         2	        80
   1185260	        80	         3
   1187376	         2	        80
   1187566	        82	         3
   1189507	         3	        81
   1194288	        99	        99
   1194760	        96	        96
   1197133	         3	        82
   1198518	        81	         2
   1199710	        99	        99
   1203290	         1	        83
   1204388	        99	        99
   1205189	        96	        96
   1206631	        96	        96
   1207867	        80	         2
   1208599	        99	        99
   1210500	         2	        80
   1213616	        96	        96
   1216532	         0	        83
   1219863	         2	        81
   1220929	        83	         0
   1221374	         0	        82
   1223930	        82	         1
   1224558	         2	        83
   1224713	        83	         1
   1224793	        98	        98
   1224917	        83	         1
   1225108	         3	        81
   1225177	        81	         3
   1225248	        83	         2
   1225558	        99	        99
   1226406	        98	        98
   1226413	         0	        83
   1227771	        83	         0
   1231082	        81	         2
   1231766	        97	        97
   1232877	        81	         0
   1234559	        82	         3
   1234961	        98	        98
   1236665	         1	        82
   1237568	        99	        99
   1243101	         1	        82
   1244482	        83	         0
   1244967	         1	        82
   1246215	        81	         3
   1246485	        96	        96
   1247511	         1	        83
   1247596	        99	        99
   1250225	        81	         3
   1251801	         1	        80
   1252693	         2	        80
   1252694	        82	         1
   1253163	         1	        82
   1255723	        83	         1
   1256221	        96	        96
   1257394	        82	         1
   1258367	        99	        99
   1258436	        96	        96
   1261193	        80	         1
   1261423	        98	        98
   1263266	         0	        81
   1268047	         2	        80
   1268224	         0	        82
   1269794	        98	        98
   1270377	        99	        99
   1272016	        82	         3
   1272639	        98	        98
   1274130	        80	         2
   1274351	        81	         3
   1276211	         1	        82
   1277411	         1	        82
   1279996	        98	        98
   1280538	        99	        99
   1280736	         1	        82
   1282996	        98	        98
   1284018	         1	        83
   1284272	        81	         2
   1287202	        99	        99
   1288829	        98	        98
   1289386	        82	         0
   1289734	         2	        80
   1290464	         2	        83
   1290578	        80	         3
   1291888	        80	         3
   1293499	        99	        99
   1295356	        82	         3
   1295613	        99	        99
   1296314	         2	        81
   1296491	         0	        83
   1298679	        99	        99
   1303255	         1	        80
   1303259	         1	        82
   1303833	        98	        98
   1304067	         1	        83
   1304891	        96	        96
   1305351	         1	        80
   1305376	         3	        82
   1308164	        80	         2
   1309056	        80	         1
   1309391	        96	        96
   1311073	        83	         2
   1314138	        98	        98
   1317533	         3	        81
   1318634	        98	        98
   1319496	        97	        97
   1326505	         0	        82
   1326586	        98	        98
   1327018	         3	        80
   1330192	         1	        80
   1331964	        80	         1
   1333828	        80	         3
   1335745	        82	         1
   1335776	        83	         1
   1336441	        82	         3
   1336977	        81	         2
   1337844	        80	         2
   1340611	        96	        96
   1342039	        83	         2
   1342052	        82	         0
   1342403	        97	        97
   1344801	         1	        82
   1349168	        97	        97
   1350919	        97	        97
   1352507	        98	        98
   1352575	         3	        80
   1352579	         3	        80
   1353199	         2	        81
   1353466	         2	        80
   1354135	        97	        97
   1356823	        81	         2
   1360549	         2	        81
   1362907	        98	        98
   1363067	        98	        98
   1365558	        83	         2
   1366244	         3	        80
   1366508	        80	         1
   1367788	        98	        98
   1369996	        99	        99
   1371140	        97	        97
   1372246	         2	        81
   1376031	        80	         3
   1376209	        96	        96
   1376475	        83	         0
   1377146	        99	        99
   1377596	        83	         1
   1377867	         0	        83
   1378636	        98	        98
   1379984	        98	        98
   1380893	        80	         2
   1382113	         1	        82
   1382212	         3	        81
   1382625	         3	        81
   1382819	        82	         0
   1385183	        81	         0
   1386236	        80	         3
   1386427	        96	        96
